#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Ralstonia	Bacteria	Pseudomonadota	Betaproteobacteria	6.49642	1	-	3	44
Ralstonia chuxiongensis	Bacteria	Pseudomonadota	Betaproteobacteria	5.61212	-	-	-	1
Ralstonia insidiosa	Bacteria	Pseudomonadota	Betaproteobacteria	6.177	2	-	3	25
Ralstonia mannitolilytica	Bacteria	Pseudomonadota	Betaproteobacteria	5.0723	2	-	1	16
Ralstonia mojiangensis	Bacteria	Pseudomonadota	Betaproteobacteria	5.61513	-	-	-	5
Ralstonia nicotianae	Bacteria	Pseudomonadota	Betaproteobacteria	5.61324	1	-	1	1
Ralstonia phage 1 NP-2014	Viruses	Other	Inoviridae	0.00846	1	-	-	1
Ralstonia phage 10RS306A	Viruses	Other	Autographiviridae	0.039742	1	-	-	1
Ralstonia phage Adzire	Viruses	Other	Other	0.044732	1	-	-	1
Ralstonia phage Albius	Viruses	Other	Other	0.046541	1	-	-	1
Ralstonia phage Alix	Viruses	Other	Other	0.057681	1	-	-	1
Ralstonia phage Anchaing	Viruses	Other	Autographiviridae	0.043597	1	-	-	1
Ralstonia phage Bakoly	Viruses	Other	Other	0.044222	1	-	-	1
Ralstonia phage BHDT8	Viruses	Other	Autographiviridae	0.041298	1	-	-	1
Ralstonia phage BHDT_So9	Viruses	Other	Autographiviridae	0.041296	1	-	-	1
Ralstonia phage BHDTSo81	Viruses	Other	Autographiviridae	0.041296	1	-	-	1
Ralstonia phage BOESR1	Viruses	Other	Autographiviridae	0.042032	1	-	-	3
Ralstonia phage Cimandef	Viruses	Other	Other	0.055171	1	-	-	1
Ralstonia phage Claudette	Viruses	Other	Other	0.057085	1	-	-	1
Ralstonia phage Darius	Viruses	Other	Other	0.060734	1	-	-	1
Ralstonia phage Dimitile	Viruses	Other	Other	0.057009	1	-	-	1
Ralstonia phage Dina	Viruses	Other	Other	0.039161	1	-	-	1
Ralstonia phage DLDT_So2	Viruses	Other	Autographiviridae	0.041341	1	-	-	1
Ralstonia phage DU_RP_I	Viruses	Other	Autographiviridae	0.040657	1	-	-	1
Ralstonia phage DU_RP_II	Viruses	Other	Other	0.042091	1	-	-	1
Ralstonia phage Elie	Viruses	Other	Other	0.044966	1	-	-	1
Ralstonia phage Eline	Viruses	Other	Other	0.057352	1	-	-	1
Ralstonia phage Firinga	Viruses	Other	Other	0.039744	1	-	-	1
Ralstonia phage Gamede	Viruses	Other	Other	0.058603	1	-	-	1
Ralstonia phage Gerry	Viruses	Other	Other	0.060898	1	-	-	1
Ralstonia phage Gervaise	Viruses	Other	Other	0.061164	1	-	-	1
Ralstonia phage GP4	Viruses	Other	Other	0.061129	1	-	-	1
Ralstonia phage Hennie	Viruses	Other	Other	0.039476	1	-	-	1
Ralstonia phage Heva	Viruses	Other	Other	0.058352	1	-	-	1
Ralstonia phage Hyacinthe	Viruses	Other	Other	0.046075	1	-	-	1
Ralstonia phage Jenny	Viruses	Other	Other	0.043921	1	-	-	1
Ralstonia phage P-PSG-11	Viruses	Other	Autographiviridae	0.040313	1	-	-	1
Ralstonia phage P-PSG-11-1	Viruses	Other	Autographiviridae	0.040313	1	-	-	1
Ralstonia phage p12J	Viruses	Other	Inoviridae	0.007118	1	-	-	1
Ralstonia phage p2106	Viruses	Other	Autographiviridae	0.035928	1	-	-	1
Ralstonia phage p2110	Viruses	Other	Other	0.059381	1	-	-	1
Ralstonia phage p2137	Viruses	Other	Autographiviridae	0.037595	1	-	-	1
Ralstonia phage PE226	Viruses	Other	Inoviridae	0.005475	1	-	-	1
Ralstonia phage phiAp1	Viruses	Other	Autographiviridae	0.044793	1	-	-	1
Ralstonia phage phiITL-1	Viruses	Other	Autographiviridae	0.038731	1	-	-	1
Ralstonia phage phiRSP	Viruses	Other	Other	0.044526	1	-	-	1
Ralstonia phage PQ43W	Viruses	Other	Other	0.047156	1	-	-	1
Ralstonia phage QkW1	Viruses	Other	Other	0.059889	1	-	-	1
Ralstonia phage Raharianne	Viruses	Other	Other	0.046321	1	-	-	1
Ralstonia phage Reminis	Viruses	Other	Autographiviridae	0.045228	1	-	-	1
Ralstonia phage RP12	Viruses	Other	Other	0.279845	1	-	-	1
Ralstonia phage RP13	Viruses	Other	Other	0.170942	1	-	-	1
Ralstonia phage RP31	Viruses	Other	Other	0.276958	1	-	-	1
Ralstonia phage RPSC1	Viruses	Other	Autographiviridae	0.039628	1	-	-	1
Ralstonia phage RpT1	Viruses	Other	Autographiviridae	0.040788	1	-	-	1
Ralstonia phage RpY1	Viruses	Other	Other	0.043284	1	-	-	1
Ralstonia phage RpY2	Viruses	Other	Autographiviridae	0.040147	1	-	-	1
Ralstonia phage RPZH6	Viruses	Other	Other	0.064657	1	-	-	1
Ralstonia phage RS-PI-1	Viruses	Other	Autographiviridae	0.043211	1	-	-	1
Ralstonia phage RS-PII-1	Viruses	Other	Autographiviridae	0.042042	1	-	-	1
Ralstonia phage RS138	Viruses	Other	Other	0.041941	1	-	-	1
Ralstonia phage Rs551	Viruses	Other	Inoviridae	0.007929	1	-	-	1
Ralstonia phage RS603	Viruses	Other	Inoviridae	0.007679	1	-	-	1
Ralstonia phage RS611	Viruses	Other	Inoviridae	0.006386	1	-	-	1
Ralstonia phage RSB1	Viruses	Other	Autographiviridae	0.043079	1	-	-	1
Ralstonia phage RSB2	Viruses	Other	Autographiviridae	0.040411	1	-	-	1
Ralstonia phage RSB3	Viruses	Other	Autographiviridae	0.044578	1	-	-	1
Ralstonia phage RSBg	Viruses	Other	Inoviridae	0.00754	1	-	-	1
Ralstonia phage RSF1	Viruses	Other	Other	0.222888	1	-	-	1
Ralstonia phage RSJ2	Viruses	Other	Autographiviridae	0.04436	1	-	-	1
Ralstonia phage RSJ5	Viruses	Other	Autographiviridae	0.043745	1	-	-	1
Ralstonia phage RSK1	Viruses	Other	Other	0.040471	1	-	-	1
Ralstonia phage RSL2	Viruses	Other	Other	0.223932	1	-	-	1
Ralstonia phage RSM1	Viruses	Other	Inoviridae	0.009004	1	-	-	1
Ralstonia phage RSM3	Viruses	Other	Inoviridae	0.008929	1	-	-	1
Ralstonia phage RsoM2USA	Viruses	Other	Other	0.343806	1	-	-	1
Ralstonia phage RsoP1EGY	Viruses	Other	Autographiviridae	0.041297	1	-	-	1
Ralstonia phage RsoP1IDN	Viruses	Other	Autographiviridae	0.041135	1	-	-	1
Ralstonia phage RSP15	Viruses	Other	Ackermannviridae	0.167619	1	-	-	1
Ralstonia phage RSS-TH1	Viruses	Other	Inoviridae	0.007273	1	-	-	1
Ralstonia phage RSS0	Viruses	Other	Inoviridae	0.007288	1	-	-	1
Ralstonia phage RSS1	Viruses	Other	Inoviridae	0.006662	1	-	-	1
Ralstonia phage RSS20	Viruses	Other	Inoviridae	0.007219	1	-	-	1
Ralstonia phage RSS30	Viruses	Other	Inoviridae	0.008576	1	-	-	1
Ralstonia phage RSY1	Viruses	Other	Peduoviridae	0.040002	1	-	-	1
Ralstonia phage Sarlave	Viruses	Other	Other	0.044858	1	-	-	1
Ralstonia phage Simangalove	Viruses	Other	Other	0.044834	1	-	-	1
Ralstonia phage UAM5	Viruses	Other	Other	0.05983	1	-	-	1
Ralstonia phage vB_RsoP_BMB50	Viruses	Other	Autographiviridae	0.043665	1	-	-	1
Ralstonia phage vRsoP-WF2	Viruses	Other	Autographiviridae	0.04069	1	-	-	1
Ralstonia phage vRsoP-WM2	Viruses	Other	Autographiviridae	0.040688	1	-	-	1
Ralstonia phage vRsoP-WR2	Viruses	Other	Autographiviridae	0.041158	1	-	-	1
Ralstonia phage YO001_3	Viruses	Other	Other	0.011101	1	-	-	1
Ralstonia phage YO001_4	Viruses	Other	Inoviridae	0.007208	1	-	-	1
Ralstonia phage YO002_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO002_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO003_3	Viruses	Other	Inoviridae	0.007355	1	-	-	1
Ralstonia phage YO004_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO004_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO005_1	Viruses	Other	Other	0.022047	1	-	-	1
Ralstonia phage YO006_3	Viruses	Other	Inoviridae	0.011668	1	-	-	1
Ralstonia phage YO006_4	Viruses	Other	Peduoviridae	0.034801	1	-	-	1
Ralstonia phage YO007_1	Viruses	Other	Other	0.022047	1	-	-	1
Ralstonia phage YO008_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO008_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO009_1	Viruses	Other	Inoviridae	0.011352	1	-	-	1
Ralstonia phage YO009_2	Viruses	Other	Other	0.022021	1	-	-	1
Ralstonia phage YO009_3	Viruses	Other	Peduoviridae	0.040484	1	-	-	1
Ralstonia phage YO010_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO010_2	Viruses	Other	Inoviridae	0.013165	1	-	-	1
Ralstonia phage YO010_3	Viruses	Other	Inoviridae	0.008942	1	-	-	1
Ralstonia phage YO011_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO011_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO012_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO012_2	Viruses	Other	Inoviridae	0.005491	1	-	-	1
Ralstonia phage YO013_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO013_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO013_3	Viruses	Other	Other	0.011821	1	-	-	1
Ralstonia phage YO015_3	Viruses	Other	Inoviridae	0.00974	1	-	-	1
Ralstonia phage YO015_5	Viruses	Other	Other	0.027444	1	-	-	1
Ralstonia phage YO015_6	Viruses	Other	Other	0.014245	1	-	-	1
Ralstonia phage YO016_1	Viruses	Other	Inoviridae	0.00974	1	-	-	1
Ralstonia phage YO016_5	Viruses	Other	Other	0.027444	1	-	-	1
Ralstonia phage YO016_6	Viruses	Other	Other	0.014245	1	-	-	1
Ralstonia phage YO017_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO017_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO017_3	Viruses	Other	Other	0.011821	1	-	-	1
Ralstonia phage YO018_1	Viruses	Other	Other	0.023282	1	-	-	1
Ralstonia phage YO018_4	Viruses	Other	Peduoviridae	0.019763	1	-	-	1
Ralstonia phage YO019_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO019_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO019_3	Viruses	Other	Other	0.011821	1	-	-	1
Ralstonia phage YO020_1	Viruses	Other	Other	0.023282	1	-	-	1
Ralstonia phage YO021_1	Viruses	Other	Other	0.023282	1	-	-	1
Ralstonia phage YO021_5	Viruses	Other	Peduoviridae	0.020766	1	-	-	1
Ralstonia phage YO022_2	Viruses	Other	Other	0.011861	1	-	-	1
Ralstonia phage YO023_2	Viruses	Other	Peduoviridae	0.035074	1	-	-	1
Ralstonia phage YO023_3	Viruses	Other	Other	0.02655	1	-	-	1
Ralstonia phage YO025_4	Viruses	Other	Peduoviridae	0.011917	1	-	-	1
Ralstonia phage YO025_5	Viruses	Other	Inoviridae	0.006157	1	-	-	1
Ralstonia phage YO026_1	Viruses	Other	Inoviridae	0.012432	1	-	-	1
Ralstonia phage YO026_2	Viruses	Other	Other	0.01874	1	-	-	1
Ralstonia phage YO027_3	Viruses	Other	Peduoviridae	0.033038	1	-	-	1
Ralstonia phage YO028_2	Viruses	Other	Other	0.020888	1	-	-	1
Ralstonia phage YO029_2	Viruses	Other	Inoviridae	0.011668	1	-	-	1
Ralstonia phage YO029_3	Viruses	Other	Peduoviridae	0.034801	1	-	-	1
Ralstonia phage YO029_5	Viruses	Other	Other	0.022557	1	-	-	1
Ralstonia phage YO031_2	Viruses	Other	Other	0.011861	1	-	-	1
Ralstonia phage YO032_2	Viruses	Other	Peduoviridae	0.031861	1	-	-	1
Ralstonia phage YO033_1	Viruses	Other	Other	0.031959	1	-	-	1
Ralstonia phage YO033_2	Viruses	Other	Other	0.023348	1	-	-	1
Ralstonia phage YO034_1	Viruses	Other	Peduoviridae	0.042409	1	-	-	1
Ralstonia phage YO035_3	Viruses	Other	Other	0.021776	1	-	-	1
Ralstonia phage YO035_4	Viruses	Other	Peduoviridae	0.039014	1	-	-	1
Ralstonia phage YO036_3	Viruses	Other	Other	0.022903	1	-	-	1
Ralstonia phage YO036_4	Viruses	Other	Peduoviridae	0.038643	1	-	-	1
Ralstonia phage YO037_1	Viruses	Other	Peduoviridae	0.042191	1	-	-	1
Ralstonia phage YO038_1	Viruses	Other	Peduoviridae	0.042409	1	-	-	1
Ralstonia phage YO040_2	Viruses	Other	Inoviridae	0.006157	1	-	-	1
Ralstonia phage YO040_4	Viruses	Other	Peduoviridae	0.025854	1	-	-	1
Ralstonia phage YO041_1	Viruses	Other	Other	0.042221	1	-	-	1
Ralstonia phage YO044_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO044_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO045_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO045_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO046_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO046_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO047_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO047_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO048_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO048_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO050_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO050_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO051_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO051_2	Viruses	Other	Inoviridae	0.007829	1	-	-	1
Ralstonia phage YO052_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO052_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO053_1	Viruses	Other	Other	0.035948	1	-	-	1
Ralstonia phage YO053_2	Viruses	Other	Inoviridae	0.011956	1	-	-	1
Ralstonia phage YO054_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO054_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO060_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO060_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO062_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO062_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO063_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO063_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO064_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO064_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO065_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO065_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO068_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO068_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO069_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO069_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO070_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO070_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO071_1	Viruses	Other	Other	0.035945	1	-	-	1
Ralstonia phage YO071_2	Viruses	Other	Inoviridae	0.007829	1	-	-	1
Ralstonia phage YO072_1	Viruses	Other	Other	0.035945	1	-	-	1
Ralstonia phage YO072_2	Viruses	Other	Inoviridae	0.010488	1	-	-	1
Ralstonia phage YO073_1	Viruses	Other	Other	0.035945	1	-	-	1
Ralstonia phage YO073_2	Viruses	Other	Inoviridae	0.010488	1	-	-	1
Ralstonia phage YO074_4	Viruses	Other	Peduoviridae	0.033038	1	-	-	1
Ralstonia phage YO075_1	Viruses	Other	Other	0.022047	1	-	-	1
Ralstonia phage YO077_2	Viruses	Other	Peduoviridae	0.035034	1	-	-	1
Ralstonia phage YO079_1	Viruses	Other	Peduoviridae	0.025275	1	-	-	1
Ralstonia phage YO079_2	Viruses	Other	Inoviridae	0.031014	1	-	-	1
Ralstonia phage YO079_4	Viruses	Other	Other	0.020913	1	-	-	1
Ralstonia phage YO080_4	Viruses	Other	Other	0.022053	1	-	-	1
Ralstonia phage YO080_5	Viruses	Other	Peduoviridae	0.019762	1	-	-	1
Ralstonia phage YO082_3	Viruses	Other	Other	0.021684	1	-	-	1
Ralstonia phage YO084_1	Viruses	Other	Other	0.00862	1	-	-	1
Ralstonia phage YO084_2	Viruses	Other	Other	0.015174	1	-	-	1
Ralstonia phage YO084_3	Viruses	Other	Inoviridae	0.011673	1	-	-	1
Ralstonia phage YO084_4	Viruses	Other	Other	0.012048	1	-	-	1
Ralstonia phage YO084_5	Viruses	Other	Inoviridae	0.007337	1	-	-	1
Ralstonia phage YO085_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO085_2	Viruses	Other	Inoviridae	0.011956	1	-	-	1
Ralstonia phage YO086_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO086_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO087_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO087_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO088_1	Viruses	Other	Other	0.031832	1	-	-	1
Ralstonia phage YO088_5	Viruses	Other	Other	0.012905	1	-	-	1
Ralstonia phage YO089_1	Viruses	Other	Other	0.021776	1	-	-	1
Ralstonia phage YO089_2	Viruses	Other	Peduoviridae	0.038643	1	-	-	1
Ralstonia phage YO090_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO090_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO091_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO091_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO092_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO092_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO093_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO093_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO094_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO094_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO095_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO095_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO096_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO096_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO096_3	Viruses	Other	Other	0.011821	1	-	-	1
Ralstonia phage YO097_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO097_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO097_3	Viruses	Other	Other	0.011821	1	-	-	1
Ralstonia phage YO098_1	Viruses	Other	Other	0.031832	1	-	-	1
Ralstonia phage YO098_5	Viruses	Other	Other	0.012905	1	-	-	1
Ralstonia phage YO101_2	Viruses	Other	Other	0.021787	1	-	-	1
Ralstonia phage YO101_3	Viruses	Other	Peduoviridae	0.030471	1	-	-	1
Ralstonia phage YO102_1	Viruses	Other	Autographiviridae	0.06102	1	-	-	1
Ralstonia phage YO102_2	Viruses	Other	Other	0.022059	1	-	-	1
Ralstonia phage YO102_5	Viruses	Other	Other	0.034565	1	-	-	1
Ralstonia phage YO103_6	Viruses	Other	Other	0.044766	1	-	-	1
Ralstonia phage YO103_7	Viruses	Other	Autographiviridae	0.048547	1	-	-	1
Ralstonia phage YO103_8	Viruses	Other	Other	0.022065	1	-	-	1
Ralstonia phage YO103_9	Viruses	Other	Other	0.034565	1	-	-	1
Ralstonia phage YO104_1	Viruses	Other	Other	0.022059	1	-	-	1
Ralstonia phage YO105_2	Viruses	Other	Other	0.022059	1	-	-	1
Ralstonia phage YO105_4	Viruses	Other	Other	0.037965	1	-	-	1
Ralstonia phage YO106_1	Viruses	Other	Autographiviridae	0.049014	1	-	-	1
Ralstonia phage YO106_2	Viruses	Other	Other	0.022059	1	-	-	1
Ralstonia phage YO106_4	Viruses	Other	Other	0.034565	1	-	-	1
Ralstonia phage YO107_1	Viruses	Other	Other	0.022047	1	-	-	1
Ralstonia phage YO107_2	Viruses	Other	Other	0.037423	1	-	-	1
Ralstonia phage YO107_4	Viruses	Other	Other	0.031556	1	-	-	1
Ralstonia phage YO108_1	Viruses	Other	Autographiviridae	0.044408	1	-	-	1
Ralstonia phage YO108_2	Viruses	Other	Other	0.025469	1	-	-	1
Ralstonia phage YO112_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO112_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO113_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO113_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO114_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO114_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO115_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO115_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO116_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO116_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO117_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO117_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO120_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO120_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO121_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO121_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO122_1	Viruses	Other	Other	0.022053	1	-	-	1
Ralstonia phage YO122_2	Viruses	Other	Other	0.023988	1	-	-	1
Ralstonia phage YO122_3	Viruses	Other	Peduoviridae	0.05081	1	-	-	1
Ralstonia phage YO123_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO123_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO124_1	Viruses	Other	Peduoviridae	0.03413	1	-	-	1
Ralstonia phage YO124_2	Viruses	Other	Other	0.020922	1	-	-	1
Ralstonia phage YO125_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO125_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO126_2	Viruses	Other	Other	0.035948	1	-	-	1
Ralstonia phage YO126_3	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO127_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO127_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO128_1	Viruses	Other	Other	0.031713	1	-	-	1
Ralstonia phage YO129_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO129_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO131_4	Viruses	Other	Inoviridae	0.006154	1	-	-	1
Ralstonia phage YO132_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO132_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO134_1	Viruses	Other	Peduoviridae	0.037783	1	-	-	1
Ralstonia phage YO134_2	Viruses	Other	Other	0.020321	1	-	-	1
Ralstonia phage YO135_1	Viruses	Other	Other	0.022053	1	-	-	1
Ralstonia phage YO135_2	Viruses	Other	Peduoviridae	0.05081	1	-	-	1
Ralstonia phage YO135_4	Viruses	Other	Other	0.023988	1	-	-	1
Ralstonia phage YO136_1	Viruses	Other	Other	0.020922	1	-	-	1
Ralstonia phage YO136_2	Viruses	Other	Peduoviridae	0.03413	1	-	-	1
Ralstonia phage YO137_1	Viruses	Other	Other	0.020922	1	-	-	1
Ralstonia phage YO137_2	Viruses	Other	Peduoviridae	0.03413	1	-	-	1
Ralstonia phage YO138_1	Viruses	Other	Other	0.020922	1	-	-	1
Ralstonia phage YO138_2	Viruses	Other	Peduoviridae	0.03413	1	-	-	1
Ralstonia phage YO139_1	Viruses	Other	Other	0.020922	1	-	-	1
Ralstonia phage YO139_2	Viruses	Other	Peduoviridae	0.036642	1	-	-	1
Ralstonia phage YO140_1	Viruses	Other	Other	0.020922	1	-	-	1
Ralstonia phage YO140_2	Viruses	Other	Peduoviridae	0.03413	1	-	-	1
Ralstonia phage YO141_1	Viruses	Other	Other	0.020922	1	-	-	1
Ralstonia phage YO141_2	Viruses	Other	Peduoviridae	0.03413	1	-	-	1
Ralstonia phage YO143_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO143_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO144_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO144_2	Viruses	Other	Inoviridae	0.013152	1	-	-	1
Ralstonia phage YO146_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO146_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO147_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO147_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO148_1	Viruses	Other	Other	0.035468	1	-	-	1
Ralstonia phage YO148_2	Viruses	Other	Inoviridae	0.013166	1	-	-	1
Ralstonia phage YO149_1	Viruses	Other	Other	0.022047	1	-	-	1
Ralstonia phage YO150_3	Viruses	Other	Peduoviridae	0.012429	1	-	-	1
Ralstonia phage YO150_4	Viruses	Other	Peduoviridae	0.011585	1	-	-	1
Ralstonia phage YO151_1	Viruses	Other	Other	0.022047	1	-	-	1
Ralstonia phage YO152_1	Viruses	Other	Peduoviridae	0.036412	1	-	-	1
Ralstonia phage YO154_2	Viruses	Other	Inoviridae	0.018794	1	-	-	1
Ralstonia phage YO154_3	Viruses	Other	Inoviridae	0.006852	1	-	-	1
Ralstonia phage YO155_1	Viruses	Other	Peduoviridae	0.042409	1	-	-	1
Ralstonia phage YO156_1	Viruses	Other	Other	0.023282	1	-	-	1
Ralstonia phage YO156_5	Viruses	Other	Peduoviridae	0.019763	1	-	-	1
Ralstonia phage YO158_1	Viruses	Other	Other	0.039198	1	-	-	1
Ralstonia phage YO159_2	Viruses	Other	Other	0.021776	1	-	-	1
Ralstonia phage YO159_4	Viruses	Other	Peduoviridae	0.038643	1	-	-	1
Ralstonia phage YO160_3	Viruses	Other	Other	0.021776	1	-	-	1
Ralstonia phage YO160_4	Viruses	Other	Peduoviridae	0.034936	1	-	-	1
Ralstonia phage YO161_1	Viruses	Other	Inoviridae	0.006154	1	-	-	1
